id,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
184,2010,12,1,0,0,-1.2,83.62,997.85,4.4,2.73,100,16.04,97.92,86,0,906.91,16.55,205.47,18.93,215.89,33.46,160.05,26.01,0.91,-3.2,94,74,1002.6,995.1,100,100,100,0,100,50,100,0,37.64,1.08,44.63,2.1,63.69,0,57.96,2.52,FALSE
190,2010,12,7,0,0,7.58,91.71,999.66,15.7,0,78.15,31.58,61.21,75.75,87.43,1270.03,10.44,147.8,14.76,166.59,54.44,249.76,19.17,10.27,3.2,97,83,1002.2,996.5,100,0,100,0,100,0,100,0,27.86,1.14,40.1,2.9,92.99,7.42,68.76,4.32,TRUE
192,2010,12,9,0,0,1.23,83.21,1023.06,2.3,3.15,57.14,11.88,22.21,50,487.18,1825.39,27.32,296.09,31.29,298.78,31.92,315.15,33.83,10.93,-1.33,92,67,1031.7,1003.5,100,0,100,0,100,0,100,0,39.24,10.14,41.41,12.54,58.1,11.48,47.88,11.16,TRUE
196,2010,12,13,0,0,-1.3,80.79,1022.19,0.2,0,56.29,0,0,56.29,280.27,1461.38,16.39,113.76,19.28,125.19,16.33,75.22,21.4,0.57,-4.17,96,55,1024.4,1018.2,100,0,0,0,0,0,100,0,30.36,0.36,31.13,1.61,37.11,1.8,35.64,0.72,TRUE
198,2010,12,15,0,0,-2.9,79.12,1028.28,0.5,0.21,93.17,10.88,78.79,79.5,52.34,1676.76,19.62,299.99,21.58,298.73,22.36,196.89,23.1,-0.88,-4.77,93,53,1030.3,1024.4,100,48,71,0,100,10,100,0,36.45,2.81,41.38,4.2,41.44,9.45,43.92,5.76,TRUE
204,2010,12,21,0,0,4.83,84.08,1005.36,0.1,0,77.2,64.67,71.04,66.62,0,687.97,15.06,141.48,22.38,142.95,45.51,216.76,26.6,7.16,0.59,95,76,1007.2,1002.2,100,0.3,100,0,100,0,100,0,31.49,6.29,43.2,8.15,80.04,8.15,69.84,6.84,TRUE
206,2010,12,23,0,0,5.93,89,996.61,0,0,86.78,74.04,81.29,37.88,95.04,1262.02,5.82,184.36,9.91,163.7,8.73,126.38,6.67,8.79,3.24,96,80,999.3,994.1,100,24.6,100,16,100,19,100,0,14.26,1.3,26,2.28,34.86,1.3,30.6,2.16,TRUE
208,2010,12,25,0,0,-3.16,90.46,1016.63,4.5,2.87,98.12,26.17,84.04,98.12,0,1284.27,26.71,11.19,29.4,12.18,22.03,46.12,33.4,-1.79,-5.55,95,77,1025.3,1007.5,100,55,97,11,100,37,100,55,38.54,15.12,44.73,11.89,31.57,14.4,50.4,16.56,FALSE
210,2010,12,27,0,0,-5.07,69.12,1025.92,0,0,43.85,16.83,42.75,11.33,143.85,1593.99,17.11,127.62,23.99,123.17,19.05,135.05,17.74,-0.15,-8.49,83,49,1029.1,1022.6,100,0,100,0,100,0,100,0,32.73,6.41,42.67,5.86,38.55,1.3,41.4,6.12,TRUE
212,2010,12,29,0,0,2.91,92.83,1021.5,1.2,0,100,12.33,7.83,100,0,1046.64,8.45,103.5,11.46,113.83,14.99,222.97,6.3,3.95,1.73,100,86,1022.4,1020.5,100,100,39,3,42,0,100,100,13.14,3.67,23.73,5.6,36.54,1.44,10.8,2.52,FALSE
216,2011,1,2,0,0,-0.19,86.88,1021.75,0.1,0.07,76.92,0,0.33,76.92,80.99,1415.99,6.64,202.1,8.84,203.5,18.25,115.68,7.9,3.5,-3.78,97,68,1024.4,1019.7,100,0,0,0,8,0,100,0,13.25,1.14,18.42,1.14,25.48,8.59,15.48,1.44,FALSE
220,2011,1,6,0,0,6.53,78.38,1005.07,3.1,0,91.9,78.92,89.42,59.62,8.94,804.56,31.06,197.07,39.08,200.98,93.24,238.68,61.74,10.57,-1.33,99,68,1008.2,1003.2,100,25.5,100,23,100,6,100,0,49.42,12.26,61.45,13.49,108.36,68.1,90.36,12.24,TRUE
222,2011,1,8,0,0,11.4,74.17,1011.27,0.5,0,65.42,32.04,53,51.42,341.74,1741.73,10.92,164.48,16.24,185.78,56.26,242.1,22.31,15.12,6.7,95,60,1012.7,1009.2,100,0,100,0,100,0,100,0,15.18,6.95,23.09,10.9,78.34,36.87,43.92,11.52,TRUE
224,2011,1,10,0,0,3.26,91.33,1020.55,2.1,0.42,100,33.46,47.25,100,0,1487.19,6.46,266.56,7.25,269.41,19.07,113.24,9.75,5.29,1.5,94,83,1023.1,1017.2,100,100,100,0,100,0,100,100,19.67,2.28,22.67,1.48,41.39,2.62,29.16,3.24,TRUE
226,2011,1,12,0,0,6.14,83.5,1020.65,3.3,0,90.79,37.42,64,88.54,0,1025.28,10.41,244.51,16.44,252.83,43.53,264.42,22.5,9.38,4.55,92,68,1023.3,1016.2,100,4,100,0,100,0,100,4,15.12,2.28,23.77,5.96,69.57,27.51,47.16,5.4,TRUE
228,2011,1,14,0,0,9.84,81.58,1019.94,0,0,30.89,40.67,14,10.38,367.34,1956.22,8.42,214.85,13.36,224.22,35.74,265.73,14.73,12.4,6.6,88,75,1021.8,1018.6,100,2.1,100,7,100,0,100,0,16.61,2.81,25.76,2.6,57.92,15.78,47.16,3.96,FALSE
230,2011,1,16,0,0,7.11,78.88,1027.72,0,0,1.31,4.38,0,0,533.11,2097.73,6.64,115.62,9.3,121.02,13.7,243.36,4.83,10.67,4.86,88,59,1029.1,1026.2,4.2,0,14,0,0,0,0,0,9.23,4.69,17.79,4.58,36.52,7.29,7.92,2.88,FALSE
232,2011,1,18,0,0,7.25,78.83,1026.72,0,0,71.74,8.29,6.25,69.71,7.85,1756.86,7.93,204.11,9.66,224.88,24.97,268.14,10.26,11.07,4.28,88,67,1028.2,1025.2,100,0,26,0,41,0,100,0,16.75,1.94,23.99,0.36,33.85,18.06,28.8,0.36,TRUE
236,2011,1,22,0,0,-1.84,71.38,1029.01,0,0,10.75,0,0,10.75,397.12,2287.3,10.28,92.37,15.41,66.96,35.23,84.07,21.01,2.02,-6.2,96,49,1031.4,1026.6,100,0,0,0,0,0,100,0,19.59,1.94,21.76,3.62,47.63,22.88,33.84,2.88,FALSE
238,2011,1,24,0,0,-0.84,72.92,1026.2,0,0,14.58,1.83,14.29,5.25,487.5,2315.78,3.65,256.01,3.95,232.48,8.24,77.84,4.97,2.83,-3.81,79,67,1027.9,1024.6,55,0,17,0,49,0,55,0,6.92,0.72,12.31,0,11.97,4.2,10.44,0.36,FALSE
240,2011,1,26,0,0,3.43,82.21,1010.45,6.1,0,86.71,31.75,45.25,61.25,52.98,1691.89,15.3,242.21,18.73,253.94,33.04,261.14,23.86,6.54,1.37,93,69,1014.3,1007.8,100,19,100,0,100,0,100,0,28.92,1.61,36.2,1.48,62.3,0.8,54.36,3.24,FALSE
242,2011,1,28,0,0,1,80.58,1015.26,0,0,14.39,0.46,0.08,14.17,497.18,2479.54,13.95,112.87,18.95,99.15,32.07,99.05,25.88,5.55,-1.47,93,63,1016.8,1014.2,100,0,10,0,2,0,100,0,22.46,0.72,29.89,0.72,45.96,16.34,44.64,2.88,FALSE
244,2011,1,30,0,0,-2.19,85.79,1017.06,0,0,51.88,1.42,0.71,51.29,359.79,2545.4,6.01,267.05,6.81,263.2,24.01,101.26,7.23,2.6,-5.8,96,62,1019.2,1015.1,100,0,9,0,6,0,100,0,14.51,0,15.29,0.36,32.31,15.27,15.48,1.08,FALSE
246,2011,2,1,0,0,-1.89,73.54,1026.86,0,0,0.26,0.88,0,0,576.67,2637.96,2.74,263.44,3.75,264.27,7.93,182.44,3.35,1.58,-5.4,87,66,1028.4,1024.4,3.3,0,11,0,0,0,0,0,5.15,0,11.9,0.72,15.26,1.48,13.68,0.36,FALSE
248,2011,2,3,0,0,1.28,73.75,1030.52,0.4,0,61.61,24.12,33.42,50,108.05,1702.57,4.29,167.08,4.45,173.59,18,247.36,4.83,5.43,-2.3,91,57,1031.6,1028.6,100,2.1,100,0,100,0,100,0,9.18,2.1,9.73,1.44,32.05,1.84,11.16,2.16,FALSE
250,2011,2,5,0,0,7.51,73.67,1031.44,0,0,3.46,2.21,0.17,2.83,564.22,2793.71,13.39,253.01,21.09,257.02,54.22,264.11,35.26,11.42,4.57,81,62,1032.7,1029.8,35,0,15,0,4,0,35,0,21.27,4.02,27.38,12.1,67.11,41.04,54.36,6.84,FALSE
252,2011,2,7,0,0,8.1,70.08,1024.92,0,0,3.8,12.54,0.21,0.17,576.53,2990.4,5.59,121.5,7.03,129.86,30.83,260.06,5.56,12.26,4.43,98,49,1027.9,1021.4,6.6,0.6,22,2,5,0,4,0,7.9,3.24,13.98,2.19,48.63,22.68,9.36,3.24,FALSE
254,2011,2,9,0,0,5.24,88.88,1022.66,0,0,27.36,5.88,0,25.88,470.13,2943.23,3.59,110.84,5.41,134.67,16.39,119.16,4.92,10.66,-0.02,98,75,1024.1,1021,100,0,18,0,0,0,100,0,6.41,0.8,13.58,0.8,22.41,9.75,9,1.08,FALSE
256,2011,2,11,0,0,9.34,62.75,1018.05,0.6,0,65.75,12.83,56.67,61.04,241.63,2823.97,6.66,189.66,8.8,208.77,33.43,268.35,8.09,13.76,6.05,88,49,1020.1,1015.5,100,1.5,23,0,100,0,100,0,12.57,0.72,15.11,0.36,44.78,22.78,18.72,0.36,FALSE
260,2011,2,15,0,0,6.67,83.67,1002.6,5.9,0,96.42,30.04,92.71,75.67,0,1220.19,10.48,161.69,14.36,177.72,24.1,225.51,18.61,8.97,4.21,95,70,1007.5,999.3,100,60,100,0,100,52,100,1,22.46,2.16,27.35,1.44,42.66,6.57,39.24,3.96,FALSE
262,2011,2,17,0,0,5.41,84.46,1000.13,0,0,47.31,20.08,41.67,19.12,366.32,3331.27,7.19,188.16,10.18,192.39,9.7,164.64,10.54,9.43,2.47,95,70,1005.6,997.2,100,0,80,0,100,0,100,0,15.38,0.72,22.46,1.02,18.68,2.62,22.68,0.72,FALSE
264,2011,2,19,0,0,4.64,79.92,1015.26,0,0,41.62,18.12,25.38,19,426.41,3370.43,4.35,213.8,5.58,222.02,7.18,186.87,5.37,9.31,0.18,93,64,1016.8,1013.4,100,0.3,100,0,100,0,100,0,9,0.8,13.71,1.08,13.44,2.74,12.6,1.44,TRUE
266,2011,2,21,0,0,3.71,88.25,1014.83,4.7,0,97.79,1.38,18.92,97.79,0,2516.92,6.03,318.88,7.84,313.45,18.33,282.07,8.74,6.03,0.87,97,73,1016.6,1013.5,100,67,11,0,84,0,100,67,10.69,0.36,13.68,2.81,32.49,1.14,19.44,2.52,FALSE
268,2011,2,23,0,0,1.12,71.38,1024.33,0,0,30.98,9.67,30.54,8.33,409.31,3790.51,11.24,111.16,16.52,114.21,15.31,120.51,14.91,6.26,-3.34,98,45,1025.9,1020.6,100,0,56,0,100,0,100,0,18.56,4.33,27.22,10.14,23.68,7.63,24.84,4.32,TRUE
270,2011,2,25,0,0,6.2,88.38,1028.38,0.2,0,81.53,7.75,19.42,77.25,43.46,1988.26,7.21,288.24,11.34,302.21,9.15,250.62,10.39,8.69,4.81,100,78,1029.5,1027.2,100,2.7,80,0,100,0,100,0,12.76,2.31,22.55,2.9,15.91,5.48,22.68,4.68,TRUE
272,2011,2,27,0,0,5.99,84.62,1015.91,4.3,0,84.58,14.33,39.92,71.5,28.09,1763.09,14.96,295.94,20.93,299.48,28.05,301.07,25.75,8.11,3.66,93,73,1019.4,1013.5,100,13,100,0,100,0,100,0,22.31,7.2,29.8,14.65,46.16,15.58,41.76,15.48,FALSE
274,2011,3,1,0,0,4.7,79.08,1024.44,0,0,40.83,2.12,2.92,40.54,343.74,3438.07,11.04,193.61,14.38,147.45,39.58,80.04,20.41,11.54,0.86,97,46,1026.4,1021.5,100,0,15,0,16,0,100,0,22.8,3.26,26.43,0.36,61.83,26.44,45.72,4.68,FALSE
276,2011,3,3,0,0,2.75,71.08,1024.95,0,0,37.28,0.38,12.92,26,301.73,3996.1,7.58,171.29,10.59,178.54,32.13,89.22,15.59,9.24,-2.36,97,55,1026.4,1023.6,100,0,5,0,100,0,100,0,16.77,2.16,24.55,4.1,55.58,13.08,33.12,1.8,FALSE
278,2011,3,5,0,0,4.39,79.58,1023.83,0,0,0.49,1.5,0,0.04,679.34,4247.97,5.33,259.49,7.81,221.64,15.6,87.47,7.2,9.81,0.17,93,61,1026.3,1020.9,6,0,20,0,0,0,1,0,14.49,0.36,19.56,1.94,35.33,7.73,22.32,0.72,FALSE
280,2011,3,7,0,0,3.26,56.96,1027.3,0,0,0,0,0,0,626.17,4529.21,18.67,99.02,26.61,99.11,44.97,114.71,38.22,9.04,-1.28,78,40,1029,1026.2,0,0,0,0,0,0,0,0,23.83,4.74,33.84,12.85,72.79,6.16,51.84,25.2,FALSE
282,2011,3,9,0,0,7.33,71,1023.58,0,0,51.93,24.54,31.71,26.92,244.47,4373.46,11.09,205.65,15.51,216.62,31.76,261.97,16.32,13.6,0.39,100,39,1027.2,1019.4,100,0,100,0,100,0,100,0,22.7,2.81,27.47,4.55,53.81,15.65,28.8,3.96,FALSE
284,2011,3,11,0,0,9.53,75,1019.6,0,0,84,1.54,0,83.58,0,3162.17,8.09,218.32,11.76,225.95,24.35,232.19,17.67,12.74,7.23,86,58,1021.2,1016.3,100,0,27,0,0,0,100,0,14.84,1.14,24.69,0.72,50.78,1.08,27.36,8.28,FALSE
286,2011,3,13,0,0,11,69.17,1006.09,0,0,100,97.25,100,100,0,1583.31,2.8,156.25,4.46,170.07,5.58,78.77,6.12,13.52,8.09,84,51,1009.5,1004.4,100,100,100,34,100,100,100,100,4.9,0.51,6.61,0,12.25,0,10.44,3.6,TRUE
288,2011,3,15,0,0,10.63,71.54,1012.26,0,0,14.4,17.88,13.75,0.04,546.4,4662.71,7.01,86.29,8.38,94.28,17.56,92.96,12.73,18.23,2.41,92,48,1016.2,1008.1,100,0,100,0,100,0,1,0,14.83,3.24,15.12,3.26,30.85,10.04,22.68,7.2,TRUE
290,2011,3,17,0,0,11.4,90.75,1006.04,17.1,0,100,85,79,100,0,1104.49,10.73,268.1,14.39,271.34,30.78,284.5,18.1,12.53,9.25,97,74,1015.4,1001.3,100,100,100,0,100,0,100,100,18.35,5.76,23.57,7.9,42.52,14.19,26.64,10.08,TRUE
292,2011,3,19,0,0,7.99,85.5,1026.47,4.9,0,88.75,8.29,26.17,88.75,0,2110.19,8.39,122.81,10.44,100.71,23.63,141.09,16.5,9.23,6.02,97,75,1030.6,1023.1,100,10,100,0,100,0,100,10,16.28,0.8,18.97,1.61,41.22,10.5,28.8,3.24,FALSE
294,2011,3,21,0,0,6.11,62.33,1032.11,0,0,0,0,0,0,794.46,5267.91,12.68,63.33,19.16,71.63,42.75,78.19,28.7,13.22,-0.12,85,39,1033.8,1029.4,0,0,0,0,0,0,0,0,22.88,5.69,26.31,12.25,60.04,32.93,33.84,23.4,FALSE
296,2011,3,23,0,0,9.55,66.92,1035.45,0,0,0,0,0,0,801.38,5331.99,8.49,64.01,12.37,67.66,38.78,81.19,18.79,17.82,1.71,93,40,1037.7,1033.3,0,0,0,0,0,0,0,0,18.12,2.31,19.47,3.22,51.92,18.6,25.92,7.2,FALSE
298,2011,3,25,0,0,12.39,63.75,1022.71,0,0,16.04,53.46,0,0,681.75,5366.7,9.63,212.63,14.23,228.32,26.75,260.74,16.09,19.75,4.07,90,34,1028.8,1017.3,30,0,100,0,0,0,0,0,21.24,3.1,24.84,2.62,39.27,4.32,25.2,5.76,TRUE
300,2011,3,27,0,0,12.45,84.25,1011.73,8.2,0,99.54,87.25,99.54,99.21,3.19,2155.58,1.71,166.67,2.35,159.21,4.61,263.99,7.11,15.56,9.77,98,66,1014.4,1008.9,100,89,100,1,100,89,100,81,3.76,0.36,5.59,0.51,9.83,0.72,14.76,1.44,TRUE
302,2011,3,29,0,0,13.18,66.33,1014.63,0,0,72.33,1.54,0.21,72.33,315.32,4725.9,1.26,187.11,1.34,224.21,2.25,193.5,5.05,17.58,9.16,90,47,1016,1012.5,100,4,14,0,3,0,100,4,2.52,0,3.98,0,6.03,0.51,7.92,1.44,TRUE
304,2011,3,31,0,0,12.52,82.12,1020.95,4.3,0,96.79,66.38,75.62,93.79,41.49,2903.18,8.53,209.36,11.59,212.01,37.71,247.68,20.64,17.59,9.02,95,54,1024.8,1018.8,100,47,100,0,100,0,100,28,17.1,3.6,19.69,5.94,65.56,15.55,30.24,12.6,TRUE
306,2011,4,2,0,0,16.42,71.67,1017.78,0,0,21.72,8.96,0.08,19.83,582.93,5780.55,3.83,141.99,4.65,148.79,8.22,182.73,9.04,24.24,8.45,100,41,1022.1,1013.2,100,0,24,0,2,0,100,0,5,1.8,8.21,2.88,13.1,4.1,14.4,5.4,TRUE
308,2011,4,4,0,0,11.91,81.54,1021.85,7.7,0,92.04,43.75,59.96,92.04,109.79,2249.03,9.04,285.68,10.77,289.25,18.24,297.59,13.31,16.09,9,96,66,1026.4,1013.6,100,13,100,0,100,0,100,13,15.78,4.33,21.67,5.05,34.86,8.21,23.76,6.12,FALSE
310,2011,4,6,0,0,16.84,60.58,1027.82,0,0,42.03,17.33,26.21,32.46,572.49,5939.86,2.77,161.91,3.13,161.97,7.31,209.94,5.62,21.67,11.94,79,44,1028.9,1027,100,0,100,0,100,0,100,0,5.9,0,5.62,0.72,12.02,2.6,11.88,0.36,FALSE
312,2011,4,8,0,0,15.68,76.25,1024.37,0,0,14.52,10.88,0,12.92,665.75,6103.62,6.23,194.43,9.11,182.21,9.97,161.49,10.61,20.96,10.19,100,52,1026.8,1021.6,100,0,32,0,0,0,100,0,9.37,3.83,16.04,3.76,15.88,4.1,20.16,5.04,FALSE
314,2011,4,10,0,0,14.59,68.12,1020.99,0,0,0.04,0.12,0,0,742.93,6304.76,8.12,67.11,8.69,66.96,17.72,73.83,16.27,22.71,5.71,100,38,1022.3,1019.4,0.9,0,3,0,0,0,0,0,14.39,3.67,15.28,2.97,29.24,7.99,27,6.84,FALSE
316,2011,4,12,0,0,10.94,73.71,1023.93,0.7,0,56.32,36.08,17.5,48.21,150.79,3115.89,13.81,287.64,20.54,295.99,34.73,301.79,21.99,14.04,5.57,96,42,1028.4,1021,100,0,100,0,100,0,100,0,23.84,5.35,29.83,8.67,45.89,18.53,30.24,12.24,FALSE
318,2011,4,14,0,0,9.75,50.08,1017.63,0,0,71.24,46.29,53.21,24.33,352.58,5524.23,7.16,75.44,9.09,65.22,13.87,52.63,12.99,14.11,3.71,63,41,1021,1014.7,100,17.7,100,0,100,0,100,0,13.61,1.8,18.86,2.6,29.83,7.15,20.52,5.04,FALSE
322,2011,4,18,0,0,13.12,60.46,1020.1,0,0,14.79,0,0,14.79,581.54,6585.11,2.86,155.94,3.52,179.45,5.02,191.37,7.2,20.67,2.77,89,38,1023.3,1016.5,100,0,0,0,0,0,100,0,4.83,0,6.41,0.72,12.29,0.72,10.08,4.68,FALSE
324,2011,4,20,0,0,15.58,61.21,1015.97,0,0,5.62,0,3.54,2.58,737.16,6529.04,2.06,155.56,2.83,163.27,2.27,175.64,5.28,22.65,5.49,89,41,1018.1,1014,27,0,0,0,27,0,10,0,4.1,0.36,6.37,0.36,4.69,0.72,6.84,1.8,FALSE
326,2011,4,22,0,0,15.05,57.54,1011.1,0,0,2.96,0,2.96,0,809.29,6956.24,4.26,116.32,6.32,126.2,8.26,107.7,8.51,23.28,3.63,89,32,1014.9,1006.9,24,0,0,0,24,0,0,0,5.86,1.8,8.79,3.55,11.27,5.4,11.16,6.12,FALSE
328,2011,4,24,0,0,16.74,73.62,1014.5,3.5,0,98.5,55.08,98.5,83.79,0,2050.56,5.36,266.28,7.48,278.06,19.02,309.07,10.26,19.1,13.04,87,59,1017,1011.2,100,82,100,5,100,82,100,5,9.35,2.55,14.76,3.42,40.4,5.76,17.28,1.08,TRUE
330,2011,4,26,0,0,14.21,64.62,1016.59,0,0,49.38,0,0,49.38,429.19,5450.36,11.26,46.22,15.19,43.52,26.99,57.84,24.74,19.19,6.28,91,46,1018.6,1014.7,100,0,0,0,0,0,100,0,19.23,4.35,18.78,11.46,42.02,20.42,30.6,12.96,FALSE
332,2011,4,28,0,0,14.32,64.29,1011.84,0,0,84.96,9.25,26.54,69.83,83.93,3721.09,5.03,153.59,7.61,84.21,9.69,38.53,8.54,18.11,10.84,79,51,1014.8,1008.9,100,11,42,0,100,0,100,4,7.65,2.28,11.09,4.55,16.3,6.29,11.52,4.68,TRUE
334,2011,4,30,0,0,14.27,72.38,1005.41,0,0,19.88,0,7.58,19.88,651.19,5849.08,5,122.46,6.88,136.1,8.64,163.46,7.98,19.63,7.19,100,49,1007.6,1003.4,100,0,0,0,65,0,100,0,12.1,0.51,14.04,0.36,17.41,2.16,18,1.08,FALSE
336,2011,5,2,0,0,14.43,72.42,1005.56,0,0,18.96,5,16.88,9.58,751.44,5057.87,5.13,107.04,6.29,61.98,8.29,75.7,9.21,20.8,6.34,100,51,1009.1,1002.5,61,0,26,0,61,0,61,0,7.9,2.52,15.5,1.3,20.42,4.35,19.08,5.4,TRUE
338,2011,5,4,0,0,9.53,63.17,1018.11,0,0,3.67,0,1.54,3.17,939.61,7596.15,8.09,253.62,10.42,190.31,14.42,133.53,11.3,14.93,2.47,93,39,1021.2,1014.5,37,0,0,0,37,0,25,0,16.92,1.14,26.73,2.6,27.74,4.68,24.48,1.44,FALSE
340,2011,5,6,0,0,15.17,62.12,1020.97,0.1,0,0.24,0.79,0,0,945.42,7416.37,8.19,109.33,14.08,112.61,14.16,202.24,8.44,22.5,5.95,84,47,1022.7,1019.1,3,0,10,0,0,0,0,0,13.4,2.9,31.24,2.88,28.19,4.07,25.92,3.24,FALSE
344,2011,5,10,0,0,18.9,65.71,1024.52,0.8,0,64.88,68.75,64.21,26.67,269.07,5002.69,9.58,201.96,15.33,203.79,13.81,249.54,10.94,23.26,13.09,81,50,1025.8,1023,100,7.2,100,24,100,1,100,0,18.73,1.3,27.58,0.8,27.89,4.1,25.2,1.44,TRUE
346,2011,5,12,0,0,17.22,76.38,1018.91,7.5,0,63.75,57.92,56.71,33.96,373.05,3422.94,10.5,225.63,13.89,240.56,22.5,267.53,15.49,19.51,14.14,96,68,1020.9,1017.1,100,0,100,0,100,0,100,0,20.89,1.8,23.76,1.14,36.05,5.62,28.44,2.52,FALSE
348,2011,5,14,0,0,14.93,77.58,1016.22,9.2,0,78.96,57.33,69.79,59.17,180.48,3247.61,10.39,242.7,12.32,247.14,26.8,268.27,15.45,19.27,10.46,91,63,1020,1015,100,0,100,0,100,0,100,0,21.66,2.41,28.95,0.72,44.61,13.57,33.48,3.24,TRUE
350,2011,5,16,0,0,12.2,71.62,1026.93,0.8,0,25.98,6.96,0,24.96,601.57,6780.02,11.16,262.52,14.69,275.58,19.15,291.91,14.24,16.16,7.12,88,61,1028.3,1024.7,100,0,14,0,0,0,100,0,19.65,4.33,20.28,9.11,24.58,14.33,22.32,6.84,FALSE
356,2011,5,22,0,0,19.04,70.5,1019.5,3.1,0,64.67,40.04,48.33,49.88,193.6,4908.35,9.23,231.75,11.78,243.71,17.5,277.84,12.58,22.35,15.96,80,60,1024.5,1017.4,100,4.5,100,5,100,0,100,0,21.24,2.1,23.4,2.62,31.68,3.6,26.28,1.08,FALSE
360,2011,5,26,0,0,19.56,66.83,1015.23,0,0,28.9,8.21,18.54,22.58,580.78,7129.79,15.97,223.69,19.64,229.35,42.91,258.44,21.6,25.25,12.45,92,48,1017.8,1013.5,100,0,100,0,100,0,100,0,28.88,3.89,33.89,2.88,57.98,25.19,40.32,2.16,TRUE
362,2011,5,28,0,0,13.67,72.17,1018.6,0,0,55.97,10.58,10.33,47.17,458.08,7704.73,5.62,235.16,7.34,245.85,7.45,252.92,8.03,18.76,8.46,95,51,1021.3,1015.4,100,0,100,0,100,0,100,0,12.31,0.51,17.21,0.8,17.19,2.41,22.68,1.44,FALSE
364,2011,5,30,0,0,20.34,63.21,1014.6,1.2,0,25.58,9.54,21.54,21.08,672.12,7324.7,6.63,195.29,9.98,209.72,11.73,241.36,6.79,26.32,14.5,82,47,1016.6,1012.6,100,0,100,0,100,0,100,0,12.18,2.16,21.61,1.44,27.9,1.08,18.72,0,TRUE
366,2011,6,1,0,0,10.87,85.96,1023.48,13.5,0,92.88,60,79.5,91.83,0,2091.5,15.27,147.94,18.67,137.27,31.53,88.72,24.33,13.9,8.89,95,71,1025.3,1022.6,100,12,100,0,100,0,100,2,30.29,4.68,37.97,7.07,50.39,17.1,46.44,5.4,FALSE
368,2011,6,3,0,0,18.93,70.75,1020.82,0.1,0,39.83,30.83,22.38,20.54,433.66,7319.36,9.2,131.42,11.04,114.91,40.04,87.96,15.66,25.01,9.14,96,55,1023.5,1017.8,100,0,100,0,100,0,100,0,15.88,2.81,20.27,0.72,76.35,17.21,44.28,1.44,TRUE
370,2011,6,5,0,0,19.85,71.33,1009.95,0.7,0,49.19,11.5,37.46,31.54,529.01,6648.3,6.59,207.21,9.18,249.07,12.46,257.07,9.03,24.81,14.34,89,55,1013.1,1007.8,100,0,72,0,100,0,100,0,13.1,1.3,18.79,1.3,22.88,4.32,19.8,1.44,TRUE
372,2011,6,7,0,0,18.37,75.88,1005.53,0.4,0,56.92,47.54,48.79,39.5,345.21,6113.41,8.34,185.14,10.83,202.6,12.74,233.05,9.68,24.04,12.98,94,53,1009,1003.4,100,0,100,0,100,0,100,0,15.28,3.1,22.18,2.31,24.41,1.02,21.24,3.96,TRUE
374,2011,6,9,0,0,14.6,71.38,1015.45,0,0,69.5,3.54,10.46,66.5,356.81,5900.7,10.47,279.11,13.76,285.83,15.9,293.9,14.1,17.71,11.01,88,58,1017.6,1013.2,100,0,26,0,57,0,100,0,14.71,4.55,17.23,11.18,20.78,9,20.16,7.56,TRUE
376,2011,6,11,0,0,14.77,74.46,1018.01,1,0,86.54,39.29,43.92,58.08,183.19,6527.26,12.14,282.41,15.24,284.98,19.29,293.11,17.11,17.47,11.8,90,58,1019.3,1016.8,100,0,100,0,100,0,100,0,16.6,5.51,20.36,10.81,28.48,9.59,31.32,6.84,FALSE
